BookYourStudy,http://bookyourstudy.by/,"{'info@bookyourstudy.com', 'info@bookyourstudy.by', 'hr@bookyourstudy.com'}",set()
Boolba Labs,http://www.boolbadev.com/,set(),set()
Bostil,http://bostil.ru,{'office@bostil.ru'},set()
BP Mobile,http://bpmobile.by,"{'hr@bpmobile.com', 'info@bpmobile.com'}",set()
Bright Solutions,http://www.bs-solutions.by/,"{'buh@bs-solutions.by', 'contact@bs-solutions.by', 'sales@bs-solutions.by', 'support@bs-solutions.by'}",set()
Brightgrove,https://www.brightgrove.com/,{'info@brightgrove.com'},set()
Brimit,http://www.brimit.com,{'contact@brimit.com'},set()
BTC,http://www.btc.info,set(),set()
BTC group,http://btcgroup.by,{'info@btcgroup.by'},set()
Burstly Inc.,http://www.burstly.com,set(),set()
Byelex Multimedia Products,http://www.byelex.nl,set(),set()
BYLECTRIC,http://bylectric.com,"{'o.smink@colours.nl', 'info@coloursminsk.by'}",set()
title,url,email,phone
C2labs,http://www.c2labs.se/,set(),set()
CactusSoft,http://www.cactussoft.biz,{'info@cactussoft.biz'},set()
Capsilon,http://www.capsilon.com/,set(),set()
Caspel,http://caspel.by,{'info@caspel.by'},set()
Caspowa,http://caspowa.com,"{'support@caspowa.com', 'contacts@caspowa.com'}",set()
CatalogLoader,http://CatalogLoader.com,{'sales@catalogloader.com'},set()
Cedon BLR,http://cedon.by,"{'hr@cedoni.com', 'biz@cedoni.com'}",set()
Centaurea,http://centaurea.io,{'contact@centaurea.io'},set()
CertChain,http://certchain.io/,{'hello@certchain.io'},set()
Certumsoft,http://www.certumsoft.com,set(),set()
CETC,http://en.cetc.com.cn,set(),set()
ChangeAgain.me,http://ChangeAgain.me,set(),set()
Check Point Software Technologies Ltd.,http://www.checkpoint.com,{'clc@checkpoint.com'},set()
Cheday,http://www.cheday.org/,set(),set()
CIB software,http://www.cib.by,"{'job@cib.by', 'info@cib.by'}",set()
Ciklum,http://www.ciklum.com,set(),set()
Clever Labs,https://cleverlabs.io,{'hello@cleverlabs.io'},set()
CleverApp,http://www.cleverapp.me,set(),set()
Clickmedia,http://clickmedia.by/,{'info@clickmedia.by'},set()
CMTech,http://www.cmtech.by,set(),set()
Code Inspiration,https://codeinspiration.pro,{'info@codeinspiration.pro'},set()
CodeX-Soft LLC,http://www.codex-soft.com,{'contact@codex-soft.com'},set()
Coding Staff,http://www.codingstaff.by,set(),set()
Cognitive Technologies,http://www.cognitive.ru,set(),set()
Colvir Software Solutions,http://www.colvir.com,"{'info@colvir.com', 'info.tr@colvir.com'}",set()
CompatibL,http://www.compatibl.com,"{'info@modval.org', 'info@compatibl.com'}",set()
Compit Group,http://www.compit.by/,set(),set()
Concept Soft,http://concept-soft.com/,{'info@concept-soft.com'},set()
ConnectOne,http://www.connectone.me,{'mail@connectone.me'},set()
Consensuslab,http://www.coppay.io,set(),set()
CoolHeads Digital,http://coolheads.by,set(),set()
Core5,http://core5.info,{'hello@core5.info'},set()
Cortlex,http://cortlex.com/,"{'info@cortlex.com', 'alina.mogilevets@cortlex.com', 'helen.shavel@cortlex.com', 'olga.daronda@cortlex.com', 'hr@cortlex.com'}",set()
title,url,email,phone
D8 Corporation,http://d8corporation.com,set(),set()
DANOVA,http://danova.by,set(),set()
DashBouquet Development,http://www.dashbouquet.com,"{'dashbouquethq@gmail.com', 'contact@dashbouquet.com'}",set()
DataMola,http://www.datamola.com/,{'info@datamola.com'},set()
Daymare Web Studio,http://daymare.by,set(),set()
Dektry,http://dektry.com,"{'l7@2x.png', '2@2x.png', 'preloader@2x.gif', 'l5@2x.png', '1@2x.png', 'l4@2x.png', '4@2x.png', '3@2x.png', 'l6@2x.png', 'l1@2x.png', 'logo-f@2x.png', 'l8@2x.png', 'l2@2x.png', 'l3@2x.png', 'logo@2x.png'}",set()
Deltix,http://www.deltixlab.com,{'sales@deltixlab.com'},set()
Devicepros,http://www.devicepros.net,{'info@devicepros.net'},set()
DevStars,http://www.devstars.com,set(),set()
Diesel Puppet,http://dieselpuppet.com/,set(),set()
Digesta Digital,http://dda.by,set(),set()
Digital Gravitation,http://digitalgravitation.com/,{'info@digitalgravitation.com'},set()
Digital Top,http://digital-top.com/,{'sales@digital-top.com'},set()
Digitalizm,http://digitalizm.com,{'hello@digitalizm.com'},set()
Digiteum,http://www.digiteum.com/,set(),set()
DIO-soft,http://www.dio-soft.com,set(),set()
DiscreteMind,https://discretemind.com/,{'contact@discretemind.com'},set()
Distillery,http://distillery.com,"{'award-7@2x.png', 'bg-mobile@2x.jpg', 'award-3@2x.png', 'award-6@2x.png', 'netvest-screens-mobile@2x.png', 'laptop-long-screen@2x.png', 'hello@distillery.com', 'devices-mobile@2x.png', 'bg-tablet@2x.jpg', 'award-2@2x.png', 'iphone-rain-mobile@2x.png'}",set()
Ditrix-Soft,http://ditrixsoft.com,set(),set()
Dizzain,http://dizzain.com,set(),set()
DMTech,http://dmtech.by/,set(),set()
DPI.Solutions,http://dpi.solutions,"{'job@dpi.solutions', 'info@dpi.solutions'}",set()
Dream Support,http://dreamsupport.io,set(),set()
DreamTeam Mobile,https://dreamteam-mobile.com/,{'contact@dreamteam-mobile.spam'},set()
Dual Lab,http://duallab.com,"{'natallia.antonik@duallab.com', 'info@duallab.com'}",set()
DvSite,http://dvsite.info,set(),set()
Dynamic Games,http://dynamicgames.net,{'jobs@dynamicgames.net'},set()
DYNEVO,http://dynevo.org,{'contact@dynevo.org'},set()
title,url,email,phone
E-vision,http://www.asbis.by,"{'n.semizhen@asbis.by', 'marketing@asbis.by', 'tk@asbis.by'}",set()
EasyProjects.NET,https://www.easyprojects.net/,set(),set()
Edality,http://www.edality.by,{'contact@edality.by'},set()
Efectura,http://www.efectura.com,"{'project@efectura.com', 'hello@efectura.com'}",set()
Effective Solutions International,http://www.esi-ltd.com,set(),set()
EffectiveSoft Ltd.,http://effectivesoft.com,"{'escontact@effectivesoft.com', 'rfq@effectivesoft.com'}",set()
Egamings,http://www.egamings.com,"{'info@egamings.com', 'sales@egamings.com'}",set()
EGAR Technology,http://www.egartech.ru/,set(),set()
Egorov Agency,https://egorovagency.by,{'welcome@aaee.by'},set()
Eightydays.me,https://www.eightydays.me,{'aleh@eightydays.me'},set()
EIS Group,http://www.eisgroup.com/,set(),set()
ElateSoftware,http://elatesoftware.com/,{'info@elatesoftware.com'},set()
EleganceIT,http://www.eleganceit.com,set(),set()
Elilink Consulting,http://www.elilink.com,{'info@elilink.com'},set()
Ellipsoit Plus Ltd,http://ellipsoit.com,set(),set()
Emerline,https://emerline.com/,{'info@emerline.com'},set()
EnCata,http://www.Encata.net,set(),set()
EngineIT,http://www.engineit.by/,set(),set()
Enixar,http://www.enixar.by,{'info@enixar.by'},set()
Eon Games,http://www.eon-games.com,set(),set()
EPAM,http://www.epam.by,"{'jobs_by@epam.com', 'ask_by@epam.com', 'privacy@epam.com', 'pr_by@epam.com'}",set()
Epicmax,http://epicmax.co,{'hello@epicmax.co'},set()
Epol Soft,http://www.epolsoft.com,{'contact_by@epolsoft.com'},set()
title,url,email,phone
Factory 16,http://factory16.by,{'info@factory16.by'},set()
FIC SOFT,http://www.ficsoft.com,{'ficujjain@gmail.com'},set()
Fingers media,http://fingers.by,set(),set()
Fitbit,http://www.fitbit.com,"{'privacy@fitbit.com', 'resellers@fitbit.com', 'versa-screen-partner-apps@2x-65fe7cd9036ccdee2622bfa6274da5cf.png', 'affiliates@fitbit.com', 'data-protection-office@fitbit.com', 'versa-screen-almost-there@2x-02edc3f4b40e827fcb2dc5cad6a9ad69.png', 'versa-screen-today-health@2x-0ae531049410f568a68cc2d13165cd2f.png', 'returns-warranty-emb-large@2x-e67409c06d31bf5545090bc2550d1b66.png', 'versa-screen-music@2x-4588f9b56e42d48e3ae204c3bafa574e.png'}",set()
Flashphoner,http://flashphoner.com,"{'support@flashphoner.com', 'sales@flashphoner.com', 'helpdesk@flashphoner.com'}",set()
Flatlogic,http://flatlogic.com,"{'your-email@flatlogic.com', 'contact@flatlogic.com'}",set()
Flex Media,http://flxmd.by,set(),set()
FLLC SEAVUS,http://www.seavus.com,"{'sales@seavus.com', 'marketing@seavus.com', 'info@seavus.com', 'support@seavus.com'}",set()
Flo,http://flo.health,{'support@owhealth.com'},set()
Fly Fish Soft,http://flyfishsoft.com,"{'HR@flyfishsoft.com', 'info@flyfishsoft.com'}",set()
Foranx,http://foranx.by,set(),set()
Forrards Group,http://www.forrards.com,"{'sales@forrards.com', 'YourEmail@email.com'}",set()
Forte Group,http://www.4tegroup.by/,set(),set()
FPD,http://www.fpd.by/,set(),set()
Front-Devs,http://front-devs.com,set(),set()
Full Spectrum Systems,http://www.fss.by,set(),set()
Functional AI,http://functional.by/,{'info@functional.by'},set()
FuryLion Group,http://furylion.net,set(),set()
Fusiontech,http://fusiontech.by,"{'contact@FusionTech.by', 'contact@fusiontech.by'}",set()
title,url,email,phone
G-Lock Software,http://www.glocksoft.com,{'support@glocksoft.com'},set()
Galantis,http://www.galantis.com,{'info@galantis.com'},set()
Gambino,http://gambinoslot.com,set(),set()
Gameloft,https://careers.smartrecruiters.com/Gameloft/gameloft-belarus,set(),set()
GBSoft,http://www.gbsoft.by,"{'sales@gbsoft.by', 'info@gbsoft.by'}",set()
Geek-Solutions,https://geeksolutions.co/,set(),set()
GeliosSoft,http://www.geliossoft.ru,"{'sales@geliossoft.ru', 'info@geliossoft.ru', 'info@geliossoft.by', 'marketing@geliossoft.com', 'support@geliossoft.ru', 'info@geliossoft.com'}",set()
Generalov Group,http://generalov-group.com,set(),set()
Genesis Apps,http://genesisapps.by,set(),set()
GenSolutions,http://gensolutions.by,set(),set()
Geomotiv,http://www.geomotiv.com,{'info@geomotiv.com'},set()
"GERSIS SOFTWARE,LLC",http://www.gersis-software.com,set(),set()
GetSpace,http://getspace.me,set(),set()
GetYourMap,http://getyourmap.com,{'info@getyourmap.com'},set()
GGWP,http://ggwp.by,set(),set()
Gismart,http://gismart.com/,{'info@gismart.com'},set()
Global Sense LLC,http://0-sense.com,set(),set()
Globant,http://pointsource.com,set(),set()
GlowByte Consulting,http://gbconsulting.ru,{'contact@gbconsulting.ru'},set()
Godel Technologies Europe,http://careers.godeltech.com/ru/home-page-ru/,"{'careers@godeltech.com', 'Careers@godeltech.com'}",set()
Gofrobum,http://www.gofrobum.by,"{'example@gmail.com', 'work@gofrobum.by', 'gofropack@tut.by', 'market@gofrobum.by'}",set()
"Golden Software of Belarus, Ltd",http://www.gsbelarus.com,{'example@mail.com'},set()
GoodSoft,http://good-soft.com/ru/,set(),set()
Goozix,https://goozix.com/,{'hello@goozix.com'},set()
GP Solutions,https://gpsolutions.com/,"{'info@gpsolutions.com', 'sales@gpsolutions.com', 'john@gmail.com'}",set()
Greenwall Systems,http://www.greenwall.by,set(),set()
Gresbi,http://Gresbi.by,"{'hello@gresbi.com', 'team@2x.jpg'}",set()
Grinteq,http://www.grinteq.com,set(),set()
GRIZZLY DIGITAL COMPANY,http://grizzly.by,"{'Info@grizzly.by', 'info@grizzly.by'}",set()
Gurtam,http://www.gurtam.com,"{'niol@gurtam.com', 'jobs@gurtam.com', 'office_moscow@gurtam.com', 'marketing@gurtam.com', 'office_boston@gurtam.com', 'office_dubai@gurtam.com', 'support@gurtam.com', 'info@gurtam.com', 'office_buenosaires@gurtam.com', 'sales@gurtam.com'}",set()
Gusarov Group,http://gusarov-group.by,set(),set()
GWWT Development Solutions,http://1001app.by/,set(),set()
title,url,email,phone
HA – Interactive brand studio,http://hainteractive.com,"{'info@hainteractive.com', 'hello@hainteractive.com'}",set()
Hackspace,http://hackspace.by/,set(),set()
HardCode,http://hardcode.ru,set(),set()
Helmes Bel,http://www.helmes.by,set(),set()
Heyworks,http://unity.heyworks.com,set(),set()
Hibercon Technologies,http://hibercon.com,set(),set()
HiEnd Systems,http://hiendsys.com,{'info@hiendsys.com'},set()
HighLevel,http://highlevel.by,{'info@highlevel.by'},set()
Hipway,http://hipclub.ru/join,"{'Rating@Mail.ru', 'info@hipway.ru', 'info@hipclub.ru'}",set()
HiQo Solutions,http://www.hiqo-solutions.com,set(),set()
Holiday.by,http://www.holiday.by,"{'Rating@Mail.ru', 'info@holiday.by', 'editor@holiday.by', 'ab@holiday.by', 'info@vr.by'}",set()
HolyTransaction,http://holytransaction.com,set(),set()
HOS 247,http://www.hos247.com,{'hello@hos247.com'},set()
HQSoftware,http://hqsoftwarelab.by,"{'hr@hqsoftwarelab.com', 'team@hqsoftwarelab.com'}",set()
HRBA,http://hrba.by,"{'ep@hrba.by', 'vm@hrba.by', 'info@hrba.by', 'FAQ@hrba.by'}",set()
Humans,http://minsk.humans.net/,"{'kremlin-1@2x.png', 'group-3@2x.png', 'chrysler-building@2x.png', 'team.minsk@humans.net'}",set()
Hytex Solutions Ltd,http://hytex.radmaster.net,"{'ready2go@code.google.com', 'byqdes@gmail.com'}",set()
title,url,email,phone
IBA Group,http://www.iba.by,"{'info@iba.by', 'iba-gomel@iba.by', 'it.park@park.iba.by', 'info@ibagroupit.com', 'park@gomel.iba.by', 'techcenter@iba.by', 'net@iba.by', 'Khalimanova@iba.by', 'resume@iba.by', 'resume@gomel.iba.by', 'aivanov@gomel.iba.by', 'it@iba.by'}",set()
ICON GAMES,http://icongames.info,set(),set()
ID Finance,http://idfinance.com,{'info@idfinance.com'},set()
Ideanomix Digital,http://ideanomixdigital.com/,{'support@owhealth.com'},set()
IdeaSoft,http://i-deasoft.com,"{'info@exquisitetheme.co.uk', 'info@i-deasoft.com', 'info@exquisitetheme.com'}",set()
IDLab,http://www.idlab.net,set(),set()
IG Soft / IG Soft Bel,http://www.igsoft.by,{'info@studio-red.by'},set()
IGIES,http://igies.com,set(),set()
IGROTEK,http://www.igro-tek.com,{'contact@igro-tek.com'},set()
Ihighload,http://ihighload.net,set(),set()
IHS Markit,http://ihsmarkit.com,set(),set()
Iksanika,http://www.iksanika.com,{'info@iksanika.com'},set()
Imaguru,http://imaguru.by,"{'ar@imaguru.by', 'jp@imaguru.by', 'reception@bel.biz', 'info@imaguru.by'}",set()
InData Labs,https://indatalabs.com/,"{'info@indatalabs.com', 'a_kryzhanovski@indatalabs.com'}",set()
INDEXIUM,http://www.gamedevsource.com/,"{'info@gamedevsource.com', 'hr@gamedevsource.com'}",set()
INDI,http://indi.design,"{'hello@indi.by', 'e@indi.by'}",set()
Indigo Bunting,http://indigobunting.net,"{'m@indigobunting.net', 'help@indigobunting.net'}",set()
Infin,http://infin.by,set(),set()
InGrid Lab,http://www.ingridlab.com,{'devteam@ingridlab.com'},set()
Innovative Internet Technologies,http://www.ereality.ru,"{'Rating@Mail.ru', 'info@ereality.ru'}",set()
InSales,http://insales.by,"{'hello@insales.by', 'rt@insales.ru'}",set()
InSoft Engineering,http://www.insoftgroup.com,{'dminch@insoftgroup.com'},set()
Insollo Entertainment,http://insollo.com,{'info@insollo.com'},set()
Inspectorio,https://www.inspectorio.com/,set(),set()
Instamotor Bel,http://instamotor.com,"{'support@instamotor.com', 'press@instamotor.com'}",set()
INTELICO,http://www.intelico.su,{'connect@intelico.su'},set()
Intellect IT,http://www.intellectit.by,{'info@intellectit.by'},set()
Intellect Motion,http://intellectmotion.com,set(),set()
Intellectsoft,http://www.intellectsoft.net,"{'talent.acquisition@intellectsoft.net', 'hr@intellectsoft.net', 'info@intellectsoft.co.uk', 'info@intellectsoft.net', 'hr@intellectsoft.com.ua', 'info@intellectsoft.no'}",set()
Intelligent Urban Systems,http://ius.by,{'contact@ius.by'},set()
Intergalactic development,http://not-ready-yet.by,set(),set()
Internetix,http://www.internetix.by,"{'internetix.by@gmail.com', 'info@internetix.by'}",set()
Intervale,http://www.intervale.ru,"{'info@intervale.ru', 'intervale@intervale.ru', 'info@intervale.kz', 'intervale@intervale.eu'}",set()
Intetics,http://www.intetics.com,{'odt@intetics.com'},set()
IntexSoft,http://www.intexsoft.com,set(),set()
InToSoft,http://www.intosoft.nl,{'Info@Intosoft.Nl'},set()
Intrahealth (Nikta),http://www.intrahealth.com,set(),set()
Invatechs Software,https://www.invatechs.com/,{'info@invatechs.com'},set()
Invelio,http://invelio.com,set(),set()
InventoLabs,http://invento.by,"{'info@invento-labs.com', 'contact@software2life.com'}",set()
IPonWEB,http://www.iponweb.com,set(),set()
IPOS.BY,http://ipos.by,{'info@ipos.by'},set()
Ispirer Systems,https://www.ispirer.com/,set(),set()
ISsoft,http://www.issoft.by,"{'10@3x.png', '11@1x.png', '11@3x.png', '10@2x.png', '11@2x.png'}",set()
IT Band,http://it-band.by,{'info@it-band.by'},set()
IT House Group,http://-,set(),set()
IT Partner,http://it-partner.ru/,{'info@it-partner.ru'},set()
ITA ( Information Technology Alliance Ltd.),http://ita-dev.com,"{'info@ita-dev.com', 'example@mail.com', 'hrm@ita-dev.com', 'sales@ita-dev.com'}",set()
Itexus Soft,http://itexus.com/,{'info@itexus.com'},set()
ITGroup,http://www.itgroup.by/,set(),set()
ITIBO,http://www.itibo.com,set(),set()
ITM House,http://itmhouse.com,set(),set()
ITMEDIA,http://itmedia.by,"{'info@itmedia.by', 'oleg@itmedia.by'}",set()
ITNavis,http://itnavis.by,set(),set()
IToris,http://www.itoris.com,set(),set()
ITOS,http://www.itosweb.com,set(),set()
Itransition,http://www.itransition.by,"{'info@itransition.com', 'hh@itransition.com', 'hr@itransition.com', 'k.vlasik@itransition.com'}",set()
ITRex Group,http://www.itrexgroup.com,{'Mars@gmail.com'},set()
ITS Partner,http://itspartner.net,"{'info@itspartner.net', 'legal@itspartner.net'}",set()
ITSoft,http://www.itsoft.by,set(),set()
ITStrategy,http://itstrategy.by,set(),set()
ITSupportMe,http://www.itsupportme.by,"{'sales@itsupportme.com', 'AKozubanova@itsupportme.com', 'yu.shuchalina@gmail.com', 'akozubanova@gmail.com', 'akozubanova@itsupportme.com', 'hr@itsupportme.com'}",set()
ITUnit,http://www.itunit.by,set(),set()
ITzone,http://itzone.by,set(),set()
Ivelum,http://www.ivelum.com/,set(),set()
title,url,email,phone
Jazz Pixels,http://jazzpixels.ru,{'hello@jazzpixels.ru'},set()
JazzTeam,http://www.jazzteam.org,{'sales@jazzteam.org'},set()
JET BI,http://www.jetbi.com,"{'dmitry.sheuchyk@jetbi.com', 'sales@jetbi.com', 'jobs@jetbi.com'}",set()
Jet Technologies-Bel,http://www.jet-t.ru,set(),set()
JLLC CLABS,http://clabs.eu,"{'vlasevich@house.gov.by', 'politiko@house.gov.by'}",set()
JLLC OZONE Consulting,http://www.ozone-oo.com,set(),set()
Jnetworks,http://www.jnetworks.by,{'info@jnetworks.by'},set()
Juno Lab,http://gojuno.com,"{'help@gojuno.com', 'drivers@gojuno.com'}",set()
JVL (ДжэйВиЭл корпорэйшн),http://www.jvl-ent.com,set(),set()
title,url,email,phone
K&K Technologies,http://www.kktgroup.com,set(),set()
Kakadu Dev,http://kakadu.bz,"{'info@kakadu.bz', 'hr@kakadu.bz'}",set()
Karamba Security,http://karambasecurity.com,{'contact@karambasecurity.com'},set()
Keiss Media Bel,http://keissmedia.com/,{'info@keissmedia.com'},set()
Kibo,http://kibocommerce.com/,"{'info@kibocommerce.com', 'mail@example.tld', '1ad24f930b474aeb96af01c8f4b26d8a@sentry.io'}",set()
Kino-mo,http://www.kino-mo.com,set(),set()
Kiosk Solutions,http://friendlyway.com,set(),set()
Kitkard,https://www.kitkard.com,set(),set()
Klika Tech,http://careers-by.klika-tech.com/,"{'IoT_Big_Data_tablet@2x.eb9965a5.jpg', 'certificates@2x.63795617.png', 'welcome_slider_1@2x.fe8746cc.jpg', 'background_about_us_mobile@2x.94126406.jpg', 'life_in_minsk_desktop@2x.b2a08eee.jpg', 'welcome_slider_9@2x.cb485fe5.jpg', 'background_vacancies_tablet@2x.d0de7be2.jpg', 'welcome_slider_2@2x.8333f75f.jpg', 'background_relocation_mob@2x.462492c6.jpg', '9_Halloween@2x.0c07bf02.jpg', '4_Bicycle@2x.c44eb79e.jpg', 'team_work_tablet@2x.96bea34e.jpg', 'place_for_living_tabl@2x.297f82c7.jpg', 'hr@klika-tech.com', 'place_for_living_mob@2x.0486d261.jpg', 'prices_pic_tabl@2x.54fcc3b4.jpg', 'team_work@2x.117af518.jpg', 'devices@2x.ad5e9e77.jpg', 'background_relocation_tabl@2x.58b69659.jpg', 'documents_desktop@2x.1835bf2f.jpg', 'documents_mob@2x.edf71fe0.jpg', 'welcome_slider_4@2x.be2d9c05.jpg', 'life_in_minsk_tabl@2x.166e5e3a.jpg', 'welcome_slider_3@2x.05714685.jpg', 'background_vacancies_desktop@2x.13160935.jpg', 'background_vacancies_mobile@2x.d0d454bf.jpg', 'map@2x.6afb1a27.png', 'welcome_slider_8@2x.e97c8460.jpg', 'it_in_minsk_desktop@2x.2569694b.jpg', 'it_in_minsk_tabl@2x.cd8f0283.jpg', 'it_in_minsk_mobile@2x.c2b22f67.jpg', 'map_pic_900@2x.2027ee36.png', 'welcome_slider_7@2x.b645c9b1.jpg', 'welcome_slider_5@2x.2778332d.jpg', 'background_about_us_tablet@2x.9500d79e.jpg', 'partners@2x.539e45b6.png', 'devices_tablet@2x.719993c6.jpg', '3_Kayak@2x.849fc0e8.jpg', '5_Winter_snowboard@2x.08b85421.jpg', 'place_for_living_desktop@2x.f431ef7c.jpg', 'welcome_slider_11@2x.501e57c3.jpg', 'background_relocation_desktop@2x.ed5010c2.jpg', 'Contacts_Background_tabl@2x.0bf64fd1.jpg', '6_Games@2x.f2bafd97.jpg', 'map_pic@2x.f3ee2e05.png', '7_Tea_club@2x.580d9782.jpg', 'Contacts_Background_desktop@2x.42dcc6ac.jpg', 'welcome_slider_10@2x.82343f7d.jpg', '8_4thMay@2x.b2e1719f.jpg', 'documents_tabl@2x.af03e5f0.jpg', '10_Chess@2x.17c6b996.jpg', '1_Shawerma@2x.8c010bd9.jpg', 'welcome_slider_12@2x.b22abd52.jpg', 'Contacts_Background_mob@2x.166489e7.jpg', 'background_about_us_desktop@2x.fbc5077a.jpg', 'welcome_slider_6@2x.1c7a4c42.jpg', 'company_certificates@2x.f47254e6.png', 'prices_pic_mobile@2x.784d0782.jpg', '2_Football@2x.add65b2f.jpg', 'life_in_minsk_mob@2x.9a8188c9.jpg', 'IoT_Big_Data@2x.f44ca3c8.jpg', 'prices_pic_desktop@2x.1eb8cb3f.jpg'}",set()
Komspek,http://www.sparkit.ca,set(),set()
Koovalda studios,http://koovalda.com,{'hr@koovalda.com'},set()
Kviku,https://kviku.ru/,"{'icon-income@1x.png', 'icon-step03cal@1x.png', 'icon-speed@2x.png', 'icon-safety@1x.png', 'icon-speed@1x.png', 'icon-loyalty@2x.png', 'steps-ellipses@2x.png', 'support@kviku.ru', 'icon-step03@2x.png', 'icon-step01@2x.png', 'icon-step01@1x.png', 'icon-safety@2x.png', 'icon-step02cash@1x.png', 'icon-income@2x.png', 'steps-ellipses@1x.png', 'icon-loyalty@1x.png', 'icon-step02@2x.png'}",set()
KVITKI BY,http://kvitki.by,set(),set()
Kyriba Minsk,http://www.kyriba.com,"{'info-hk@kyriba.com', 'infofrance@kyriba.com', 'info-nl@kyriba.com', 'pr@kyriba.com', 'info-usa@kyriba.com', 'careers.emea@kyriba.com', 'info-br@kyriba.com', 'NA_KyribaSupport@kyriba.com', 'treasury@kyriba.com', 'info-china@kyriba.com', 'info-ae@kyriba.com', 'info-jp@kyriba.com', 'info-sg@kyriba.com', 'careers@kyriba.com', 'info-uk@kyriba.com'}",set()
title,url,email,phone
Labinvent,http://labinvent.com/,set(),set()
Labrax Studio,http://labrax.net,set(),set()
Labs64 GmbH,http://www.labs64.de,"{'info@labs64.com', 'info@labs64.by'}",set()
Lamanteam,http://lamanteam.by,{'Rating@Mail.ru'},set()
LanSoft,http://lansoft.by,set(),set()
Lappa,http://Lappa,set(),set()
LeCode group,http://lecodegroup.com,set(),set()
LegaSystems,http://www.legasystems.com,"{'sales@legasystems.com', 'support@legasystems.com', 'info@legasystems.com'}",set()
