Телеконтакт,http://www.telecontact.ru,{'tele@telecontact.ru'},set()
Территория АйТи,http://it-territory.by,{'info@it-territory.by'},set()
ТЕХНИКОН,http://technikon.by,set(),set()
Технологии Успеха,https://tu.by,set(),set()
ТКП-Софт,http://www.tkp.by,"{'info@tcp-soft.com', 'email@mail.ru'}",set()
ТКсэт,http://www.tcset.ru,"{'i.grigorenko@tcset.ru', 'o.ruban@tcset.ru', 't.kuchukhidze@tcset.ru'}",set()
Топ Системы,http://www.tflex.ru,{'support@topsystems.ru'},set()
title,url,email,phone
title,url,email,phone
Фабрика игр,http://www.gamefactory.by,{'slava.troitsky@gamefactory.by'},set()
ФП Трэйд,http://www.fptrade.by/,{'info@completesoft.net'},set()
Фронтбайт,http://frontbyte.com,"{'post@frontbyte.com', '-1@2x.png'}",set()
title,url,email,phone
Хьюмен систем,http://www.hs.by,"{'op@hs.by', '1C@hs.by'}",set()
Хэпикс,http://happix.by,set(),set()
title,url,email,phone
Центр банковских технологий,http://cbt.by,{'drew.diller@gmail.com'},set()
Центр Интернет маркетинга,http://www.cim.by,set(),set()
Центр инфо технологий,http://www.web.ghu.by,set(),set()
Центр Корпоративных Технологий,http://m4bank.ru,{'info@m4bank.ru'},set()
title,url,email,phone
"ЧУП ""ГРАНКОМ""",http://www.glois.grancom.by,"{'info@felix.by', 'info@grancom.by'}",set()
ЧУП БелТехноСофт,http://www.bts.by,set(),set()
title,url,email,phone
Эйво,http://www.avo.by,{'info@avo.by'},set()
Экономика-софт,http://e-s.by,{'info@e-s.by'},set()
Экспател Мобайл,http://rydar.io,set(),set()
ЭксПиЭм Рус,http://xpm.center,set(),set()
Экстмедиа,http://extmedia.by/,"{'info@extmedia.by', 'help@extmedia.by', 'sales@extmedia.by'}",set()
ЭмпатиБай,http://empathy.by,{'info@empathy.by'},set()
ЭнкиСофт,http://www.enkisoft.by,set(),set()
Энпровиа,http://enprovia.com,set(),set()
ЭтикетСервис,http://eservice.by,{'marketing@eservice.by'},set()
